FHQTQN3,DNCMLVENMAK04,Activo,Leasing,291927,DELL,101661,5515113507,OPTIPLEX 7090,Z042Z01,Intel® Corel™ i5,512,8,N/A,Escritorio,2022-02-01,2025-01-31,2022-17-03,0,001
2MXNPL3,LEXMLJSFORERO,Activo,Leasing,304497,DELL,101673,5515113507,LATITUDE 5330,Z042Z01,Intel® Corel™ i5,256,8,N/A,Portátil Normal,2022-07-01,2025-07-01,2023-10-12,0,002
24635B3,LEXMLSIMARIN,Activo,Leasing,273514,DELL,101661,5515113507,LATITUDE 5320,Z042Z01,CORE I5,500,8,N/A,Portátil Normal,2021-08-01,2024-07-31,0000-00-00,0,001
DHSJZ93,LEXMLSJMOSQUE,Activo,Leasing,263411,DELL,101661,5515113507,LATITUDE 5320,Z042Z01,CORE I5,512,16,N/A,Portátil Normal,2021-05-01,2024-04-30,0000-00-00,0,001
8M74GL3,LMLabcipamoch,Activo,Leasing,291965,DELL,101661,5515146507,LATITUDE 2-IN-1 3190,Z042Z01,intel Pentium Silver,240,8,N/A,Portátil Normal,2022-03-01,2025-02-28,2022-07-06,0,006
DLXNPL3,LMLYFJIMENEZ,Activo,Leasing,304497,DELL,101673,5515113507,LATITUDE 5330,Z042Z01,Intel® Corel™ i5,256,8,N/A,Portátil Normal,2022-07-01,2025-07-01,0000-00-00,0,002
2R2GQL3,LMLYJROMERO,Activo,Leasing,298251,DELL,101661,5515113507,LATITUDE 5330,Z042Z01,Intel® Corel™ i5,256,16,N/A,Portátil Normal,2022-05-01,2025-04-30,0000-00-00,0,001
6L74GL3,MLJECASTRO,Activo,Leasing,291965,DELL,101667,5515146507,LATITUDE 2-IN-1 3190,Z042Z01,intel Pentium Silver,240,8,N/A,Escritorio,2022-03-01,2025-02-28,2022-07-06,0,004
6CMDHS3,LMLDMHURTADO,Activo,Leasing,315930,DELL,101661,5515113507,LATITUDE 5330,Z042Z01,CORE I7,1TB,32,N/A,Portátil Especial,2023-01-01,2026-01-01,0000-00-00,0,001
8D9X8G3,LEXSSAJVANEGA,Activo,Leasing,271144,DELL,101661,5515113507,LATITUDE 5320,Z045Z01,Intel® Corel™ i5,256,8,N/A,Portátil Normal,2021-09-01,2024-08-31,2021-12-27,0,001
5CG3021GHW,LMLJALOAIZAL,Activo,Leasing,323197,HP,101661,5515146507,ELITEBOOK 840G9,7K7U1LP#ABM,Intel® Corel™ i5,256,8,N/A,Portátil Normal,2023-03-01,2026-02-28,2023-11-08,0,001
G0VNZB3,DNCMLOPELOGVI,Activo,Leasing,263411,DELL,101673,5515146507,OPTIPLEX 7080,Z045Z01,CORE I5,512,8,N/A,Escritorio,2022-01-01,2024-12-31,0000-00-00,0,003
5CG3420C97,LMLJABEDOYA,Activo,Leasing,243460,HP,101661,5515146507,ELITEBOOK 840G9,7K7U1LP#ABM,CORE I5,256,16,N/A,Portátil Normal,2023-10-01,2026-09-29,2023-12-04,0,001
5CG3115FHC,LMLJSGOMEZ,Activo,Leasing,323197,HP,101661,5515146507,ELITEBOOK 840G9,7K7U1LP#ABM,Intel® Corel™ i5,256,16,N/A,Portátil Normal,2023-03-01,2026-02-28,2023-07-27,0,001
5CG3420C1S,LMLJLROJAS,Activo,Leasing,243460,HP,101661,5515146507,ELITEBOOK 840G9,7K7U1LP#ABM,Intel® Corel™ i5,256,16,N/A,Portátil Normal,2023-10-01,2026-09-29,2023-12-04,0,001
5CG3115FGM,LMLSEBUITRAGO,Activo,Leasing,323197,HP,101661,5515146507,ELITEBOOK 840G9,7K7U1LP#ABM,Intel® Corel™ i5,256,8,N/A,Portátil Normal,2023-03-01,2026-02-28,2023-09-07,0,001
5CG3503ZR5,LMLIABRIL,Activo,Leasing,338882,HP,101676,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503RQ5,LMLMVARON,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503ZR2,LMLGAAYALA,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503ZRB,LMLYDALARCON,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503ZRT,LMLJLBETANCOU,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503ZRG,LMLHJALBA,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503RPW,LMLFPQUIROGA,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503RQC,LMLAEBECERRA,Activo,Leasing,338882,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3503ZR4,LMLAERODRIGUE,Activo,Leasing,338882,HP,101673,5515113507,HP EB840G9,Z042Z01,CORE I5,256,16,N/A,Portátil Normal,2024-01-01,2026-12-30,0000-00-00,0,002
5CG3385B47,LMLAFHERRERA,Activo,Leasing,338668,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I7,512,32,N/A,Portátil Especial,2024-01-01,2026-12-30,0000-00-00,0,001
5CG3385B48,LMLGDNAVAS,Activo,Leasing,338668,HP,101661,5515113507,HP EB840G9,Z042Z01,CORE I7,512,32,N/A,Portátil Especial,2024-01-01,2026-12-30,0000-00-00,0,001
